,cmp,0,1,2,3,4,5,6
188,파라다이스호텔부산(주),0.0,0.0,0.09227249771356583,0.014597888104617596,0.8862172961235046,0.0,0.0
189,한국파파존스(주),0.42690545320510864,0.0,0.5682786107063293,0.0,0.0,0.0,0.0
190,에이치디에스(주),0.0,0.7345829010009766,0.0,0.0,0.2514127492904663,0.0,0.0
191,캡스텍(주),0.0,0.3424471914768219,0.4575161933898926,0.19734296202659607,0.0,0.0,0.0
192,(주)알펜시아,0.11045002937316895,0.0,0.0,0.24698330461978912,0.0,0.0,0.6379378437995911
193,(주)주렁주렁,0.0,0.0,0.989373505115509,0.0,0.0,0.0,0.0
194,나이스신용정보(주),0.0,0.0,0.0,0.0,0.0,0.9926559329032898,0.0
195,(주)엘코잉크한국지점,0.0,0.0,0.0,0.9903254508972168,0.0,0.0,0.0
196,휴콥(주),0.0,0.4269808232784271,0.5691407322883606,0.0,0.0,0.0,0.0
197,커브스코리아(주),0.013081989251077175,0.013056430034339428,0.01304957177489996,0.013028998859226704,0.013054349459707737,0.013036856427788734,0.9216918349266052
198,미디어포스얼라이언스(주),0.0,0.9929466843605042,0.0,0.0,0.0,0.0,0.0
199,하이모(주),0.0,0.0,0.22895017266273499,0.0,0.7666495442390442,0.0,0.0
200,(주)이티엠,0.0,0.2094780057668686,0.7649937868118286,0.0,0.023167066276073456,0.0,0.0
201,뽀로로파크(주),0.0,0.0,0.9932200908660889,0.0,0.0,0.0,0.0
202,아스타아이비에스(주),0.0,0.09626809507608414,0.0,0.8994860649108887,0.0,0.0,0.0
203,에이치디씨리조트(주),0.7700152397155762,0.0,0.0,0.05630018934607506,0.16980794072151184,0.0,0.0
204,(주)씨에스리더,0.0,0.0,0.0,0.0,0.9939373731613159,0.0,0.0
205,(주)피에스아이컨설팅,0.0,0.0,0.0,0.0,0.9625982642173767,0.0,0.0
206,신안종합리조트(주) 웰리힐리파크,0.9930606484413147,0.0,0.0,0.0,0.0,0.0,0.0
207,가연결혼정보(주),0.41928598284721375,0.0,0.5651187896728516,0.0,0.0,0.0,0.0
208,코리아크레딧뷰로(주),0.2380247712135315,0.0,0.0,0.0,0.7549470663070679,0.0,0.0
209,(재)부산정보산업진흥원 ,0.0,0.0,0.9960697889328003,0.0,0.0,0.0,0.0
210,(주)다날에프엔비,0.0,0.0,0.0,0.0,0.0,0.02204119972884655,0.9718776941299438
211,더맨(주),0.0,0.4377385675907135,0.15968219935894012,0.18134281039237976,0.0,0.0,0.2154976725578308
212,제이제이케터링(주),0.0,0.0,0.9875274896621704,0.0,0.0,0.0,0.0
213,한국공예디자인문화진흥원,0.3545185923576355,0.0,0.21268713474273682,0.0,0.4287545680999756,0.0,0.0
214,(주)아이센스에프앤씨,0.7291776537895203,0.2533343434333801,0.0,0.0,0.0,0.0,0.0
215,인트로맨(주),0.018218696117401123,0.9769673943519592,0.0,0.0,0.0,0.0,0.0
216,(주)아난티,0.3161720931529999,0.0,0.0,0.0,0.3224585950374603,0.0,0.35867437720298767
217,(주)오알피연구소,0.10933658480644226,0.0,0.16275110840797424,0.4247683584690094,0.025279486551880836,0.0,0.2757994830608368
218,(주)이씨엠디,0.0,0.0,0.0,0.5160940289497375,0.0,0.0,0.45632264018058777
219,성균관대학교 산학협력단,0.0,0.4204908609390259,0.14058826863765717,0.0,0.02811208926141262,0.40841764211654663,0.0
220,한국경영원(주),0.0,0.9709063172340393,0.0,0.0,0.0,0.02443583682179451,0.0
221,원마운트(주),0.013039945624768734,0.9217438697814941,0.01304963044822216,0.013054689392447472,0.013034161180257797,0.013036470860242844,0.013041184283792973
222,게이트고메코리아(유),0.0,0.0,0.0,0.0,0.0,0.9962907433509827,0.0
223,(주)동양이엠에스,0.0,0.5673734545707703,0.0,0.0,0.31422653794288635,0.11229647696018219,0.0
224,SDL Korea,0.0,0.0,0.0,0.0,0.9893690943717957,0.0,0.0
225,웅진플레이도시(주),0.0,0.0,0.0,0.0,0.0,0.9773625135421753,0.0
226,테라로사커피(주),0.0,0.22725193202495575,0.7646903395652771,0.0,0.0,0.0,0.0
227,(주)블루원,0.0,0.0,0.0,0.0,0.0,0.0,0.9795143604278564
228,(주)플레이스엠,0.17106200754642487,0.0,0.815403938293457,0.0,0.0,0.0,0.0
229,서울신용평가정보(주),0.020437750965356827,0.0204569473862648,0.0204506553709507,0.020453622564673424,0.8772650957107544,0.0204737838357687,0.020462144166231155
230,(주)에이에스티,0.1130802109837532,0.0,0.0,0.0,0.8799558281898499,0.0,0.0
231,(주)유끼커뮤니케이션,0.0,0.0,0.0,0.0,0.0,0.0,0.9426430463790894
232,(주)투어이천,0.014336656779050827,0.014357712119817734,0.9139309525489807,0.01432587206363678,0.014364393427968025,0.014353347010910511,0.014331026934087276
233,(주)휴먼코아,0.0,0.0,0.0,0.0,0.9929247498512268,0.0,0.0
234,아고다트레블오퍼레이션스코리아(유),0.0,0.0,0.0,0.02170579694211483,0.9757412075996399,0.0,0.0
235,(주)에이치엔씨네트워크,0.0,0.0,0.0,0.0,0.0,0.9902192950248718,0.0
236,현대엔지비(주),0.5387964248657227,0.0,0.0,0.0,0.37174156308174133,0.0,0.08641000092029572
237,(주)에스팀,0.0,0.0,0.0,0.0,0.0,0.9703253507614136,0.0
